"KIT ID Number","Borough","Zipcode","Date Collected","Received Date","First Draw at-the-tap Lead level (µg/l)","First Draw at-the-tap copper level (mg/l)"
"16129684","BROOKLYN","11230","06/30/2016","07/11/2016","5","0.141"
"16129753","STATEN ISLAND","10314","06/30/2016","07/05/2016","0","0.129"
"16129601","QUEENS","11694","06/30/2016","07/05/2016","2","0.14"
"16129566","QUEENS","11413","06/30/2016","07/01/2016","0","0.114"
"16129740","QUEENS","11364","06/30/2016","07/05/2016","0","0.219"
"16129372","STATEN ISLAND","10314","06/30/2016","07/05/2016","40","0.114"
"16129443","QUEENS","11385","06/30/2016","07/05/2016","3","0.149"
"16129398","BROOKLYN","11218","06/29/2016","07/05/2016","13","0.099"
"16129320","QUEENS","11426","06/29/2016","06/30/2016","6","0.129"
"16129735","QUEENS","11691","06/29/2016","07/05/2016","0","0.115"
"16129298","QUEENS","11375","06/28/2016","07/01/2016","6","0.081"
"16129597","BROOKLYN","11206","06/28/2016","07/01/2016","6","0.225"
"16129616","BROOKLYN","11230","06/28/2016","07/01/2016","13","0.15"
"16129409","BROOKLYN","11212","06/28/2016","07/01/2016","0","0.099"
"16129614","QUEENS","11375","06/28/2016","07/01/2016","8","0.119"
"16129335","QUEENS","11385","06/28/2016","06/30/2016","8","0.069"
"16129553","STATEN ISLAND","10309","06/28/2016","07/01/2016","2","0.129"
"16129575","STATEN ISLAND","10314","06/27/2016","07/07/2016","0","0.088"
"16129269","STATEN ISLAND","10301","06/26/2016","06/29/2016","8","0.159"
"16129584","STATEN ISLAND","10309","06/25/2016","06/27/2016","0","0.107"
"16129805","BROOKLYN","11238","06/25/2016","06/29/2016","3","0.181"
"16129478","QUEENS","11354","06/24/2016","06/27/2016","5","0.131"
"16129427","QUEENS","11361","06/24/2016","06/24/2016","3","0.109"
"16129516","STATEN ISLAND","10308","06/24/2016","06/27/2016","0","0.103"
"16129440","QUEENS","11375","06/24/2016","06/30/2016","11","0.065"
"16129411","BROOKLYN","11223","06/24/2016","06/27/2016","4","0.049"
"16129424","QUEENS","11418","06/23/2016","06/28/2016","0","0.117"
"16129646","BROOKLYN","11226","06/23/2016","06/27/2016","2","0.148"
"16129284","BROOKLYN","11205","06/23/2016","06/27/2016","3","0.211"
"16129600","BROOKLYN","11213","06/23/2016","06/27/2016","3","0.09"
"16129604","STATEN ISLAND","10309","06/23/2016","06/24/2016","9","0.099"
"16129725","STATEN ISLAND","10314","06/22/2016","06/28/2016","0","0.072"
"16129792","STATEN ISLAND","10312","06/22/2016","06/23/2016","0","0.112"
"16129671","BROOKLYN","11211","06/22/2016","06/27/2016","4","0.099"
"16129569","STATEN ISLAND","10309","06/21/2016","06/23/2016","0","0.077"
"16129607","QUEENS","11426","06/21/2016","06/27/2016","4","0.079"
"16129587","STATEN ISLAND","10304","06/21/2016","06/23/2016","0","0.097"
"16129603","STATEN ISLAND","10314","06/21/2016","06/22/2016","2","0.154"
"16129313","QUEENS","11358","06/21/2016","06/24/2016","66","0.115"
"16129314","QUEENS","11354","06/21/2016","06/23/2016","1","0.16"
"16129341","BROOKLYN","11212","06/21/2016","06/28/2016","0","0.072"
"16129333","BROOKLYN","11207","06/21/2016","06/22/2016","1","0.108"
"16129752","BROOKLYN","11224","06/20/2016","06/23/2016","4","0.163"
"16129544","STATEN ISLAND","10309","06/20/2016","06/23/2016","2","0.138"
"16129759","STATEN ISLAND","10314","06/20/2016","06/22/2016","4,726","0.363"
"16129365","STATEN ISLAND","10306","06/20/2016","06/21/2016","0","0.132"
"16129326","STATEN ISLAND","10304","06/20/2016","06/24/2016","7","0.102"
"16129275","BROOKLYN","11234","06/20/2016","06/21/2016","0","0.163"
"16129282","QUEENS","10013","06/20/2016","06/24/2016","55","2.037"
"16129771","STATEN ISLAND","10306","06/20/2016","06/24/2016","8","0.117"
"16129450","QUEENS","11358","06/19/2016","06/24/2016","4","0.124"
"16129713","BROOKLYN","11208","06/19/2016","06/24/2016","2","0.176"
"16129551","STATEN ISLAND","10306","06/19/2016","06/24/2016","0","0.177"
"16129429","BROOKLYN","11228","06/18/2016","06/21/2016","0","0.015"
"16129498","QUEENS","11101","06/18/2016","06/21/2016","15","0.124"
"16129453","QUEENS","11377","06/18/2016","06/20/2016","4","0.079"
"16129522","STATEN ISLAND","10309","06/18/2016","06/20/2016","0","0.147"
"16129268","BROOKLYN","11213","06/17/2016","06/20/2016","0","0.059"
"16129655","BROOKLYN","11228","06/17/2016","06/20/2016","0","0.138"
"16129750","BROOKLYN","11234","06/17/2016","06/27/2016","0","0.03"
"16129475","BROOKLYN","11208","06/17/2016","06/20/2016","2","0.13"
"16129451","QUEENS","11385","06/17/2016","06/20/2016","15","0.139"
"16129758","STATEN ISLAND","10308","06/17/2016","06/23/2016","0","0.14"
"16129749","STATEN ISLAND","10306","06/17/2016","06/22/2016","17","0.2"
"16129621","QUEENS","11103","06/17/2016","06/20/2016","3","0.126"
"16129492","QUEENS","11427","06/17/2016","06/20/2016","4","0.11"
"16129468","BRONX","10463","06/17/2016","06/20/2016","13","0.068"
"16129436","QUEENS","11691","06/16/2016","06/20/2016","2","0.193"
"16129346","STATEN ISLAND","10306","06/16/2016","06/20/2016","0","0.117"
"16129378","STATEN ISLAND","10314","06/16/2016","06/17/2016","2","0.13"
"16129718","STATEN ISLAND","10312","06/16/2016","06/17/2016","0","0.142"
"16129567","STATEN ISLAND","10309","06/16/2016","06/20/2016","2","0.024"
"16129789","STATEN ISLAND","10304","06/16/2016","06/17/2016","0","0.067"
"16129414","STATEN ISLAND","10305","06/16/2016","06/20/2016","0","0.111"
"16129537","QUEENS","11385","06/16/2016","06/20/2016","7","0.019"
"16129589","STATEN ISLAND","10305","06/16/2016","06/20/2016","3","0.282"
"16129816","Brooklyn","11209","06/16/2016","06/17/2016","0","0.044"
"16129486","BROOKLYN","11225","06/16/2016","06/20/2016","11","0.048"
"16129499","QUEENS","11101","06/16/2016","06/23/2016","3","0.128"
"16129323","QUEENS","11362","06/15/2016","06/17/2016","6","0.169"
"16129593","QUEENS","11434","06/15/2016","06/17/2016","2","0.152"
"16129711","STATEN ISLAND","10301","06/15/2016","06/20/2016","5","0.121"
"16129818","BRONX","10462","06/15/2016","06/23/2016","3","0.109"
"16129548","STATEN ISLAND","10306","06/15/2016","06/17/2016","0","0.162"
"16129503","STATEN ISLAND","10306","06/15/2016","06/17/2016","16","0.133"
"16129297","QUEENS","11375","06/15/2016","06/24/2016","0","0.102"
"16129394","STATEN ISLAND","10309","06/15/2016","06/17/2016","0","0.137"
"16129272","BRONX","10470","06/15/2016","06/17/2016","2","0.074"
"16129696","BROOKLYN","11232","06/15/2016","06/23/2016","2","0.051"
"16129763","QUEENS","11691","06/15/2016","06/17/2016","0","0.137"
"16129477","QUEENS","11358","06/14/2016","06/20/2016","5","0.116"
"16129599","QUEENS","11365","06/14/2016","06/16/2016","2","0.152"
"16129703","BROOKLYN","11219","06/14/2016","06/20/2016","4","0.199"
"16129810","BROOKLYN","11218","06/14/2016","06/15/2016","9","0.067"
"16129309","QUEENS","11358","06/14/2016","06/17/2016","8","0.129"
"16129315","QUEENS","11432","06/14/2016","06/15/2016","3","0.037"
"16129610","QUEENS","11377","06/14/2016","06/23/2016","5","0.214"
"16129676","QUEENS","11364","06/14/2016","06/16/2016","3","0.117"
"16129442","QUEENS","11417","06/14/2016","06/15/2016","2","0.152"
"16129422","STATEN ISLAND","10310","06/14/2016","06/16/2016","2","0.205"
"16129369","STATEN ISLAND","10314","06/14/2016","06/16/2016","0","0.138"
"16129775","STATEN ISLAND","10309","06/14/2016","06/16/2016","0","0.067"
"16129391","STATEN ISLAND","10304","06/14/2016","06/15/2016","0","0.073"
"16129480","QUEENS","11412","06/14/2016","06/17/2016","1","0.196"
"16129595","STATEN ISLAND","10312","06/14/2016","06/16/2016","0","0.044"
"16129521","STATEN ISLAND","10309","06/14/2016","06/15/2016","0","0.085"
"16129469","BRONX","10463","06/14/2016","06/23/2016","0","0.085"
"16129539","STATEN ISLAND","10309","06/13/2016","06/16/2016","0","0.14"
"16129318","QUEENS","11358","06/13/2016","06/15/2016","1","0.139"
"16129452","BRONX","10464","06/13/2016","06/16/2016","6","0.314"
"16129640","BROOKLYN","11217","06/13/2016","06/16/2016","18","0.189"
"16129337","BROOKLYN","11234","06/13/2016","06/15/2016","7","0.128"
"16129395","QUEENS","11379","06/13/2016","06/15/2016","9","0.195"
"16129319","QUEENS","11354","06/13/2016","06/16/2016","3","0.157"
"16129700","QUEENS","11361","06/13/2016","06/15/2016","6","0.107"
"16129250","QUEENS","11433","06/13/2016","06/14/2016","0","0.109"
"16129710","QUEENS","11374","06/13/2016","06/17/2016","7","0.125"
"16129404","STATEN ISLAND","10303","06/13/2016","06/20/2016","16","0.339"
"16129464","STATEN ISLAND","10310","06/13/2016","06/14/2016","1","0.142"
"16129410","STATEN ISLAND","10306","06/13/2016","06/15/2016","0","0.135"
"16129329","QUEENS","11385","06/12/2016","06/15/2016","6","0.103"
"16129693","QUEENS","11415","06/12/2016","06/20/2016","3","0.109"
"16129564","Brooklyn","11224","06/12/2016","06/15/2016","0","0.231"
"16129325","QUEENS","11385","06/12/2016","06/15/2016","11","0.172"
"16129608","BROOKLYN","11229","06/12/2016","06/15/2016","2","0.111"
"16129361","STATEN ISLAND","10306","06/12/2016","06/15/2016","0","0.131"
"16129407","STATEN ISLAND","10312","06/12/2016","06/14/2016","19","0.12"
"16129774","STATEN ISLAND","10306","06/12/2016","06/14/2016","0","0.06"
"16129790","BRONX","10471","06/12/2016","06/16/2016","0","0.111"
"16129762","QUEENS","11413","06/12/2016","06/16/2016","0","0.073"
"16129510","BROOKLYN","11214","06/12/2016","06/16/2016","2","0.141"
"16129808","BRONX","10471","06/12/2016","06/17/2016","2","0.116"
"16129327","QUEENS","11358","06/12/2016","06/17/2016","4","0.198"
"16129502","QUEENS","11432","06/12/2016","06/16/2016","2","0.121"
"16129660","QUEENS","11373","06/12/2016","06/13/2016","12","0.165"
"16129680","QUEENS","11377","06/11/2016","06/14/2016","2","0.116"
"16129448","QUEENS","11358","06/11/2016","06/13/2016","4","0.149"
"16129344","QUEENS","11357","06/11/2016","06/15/2016","14","0.158"
"16129316","QUEENS","11358","06/11/2016","06/13/2016","3","0.091"
"16129447","STATEN ISLAND","10308","06/11/2016","06/14/2016","0","0.149"
"16129356","STATEN ISLAND","10312","06/11/2016","06/13/2016","0","0.143"
"16129694","BROOKLYN","11205","06/11/2016","06/13/2016","6","0.121"
"16129739","QUEENS","11361","06/11/2016","06/17/2016","4","0.182"
"16129766","BROOKLYN","11224","06/11/2016","06/13/2016","0","0.151"
"16129507","BROOKLYN","11228","06/11/2016","06/16/2016","12","0.108"
"16129727","STATEN ISLAND","10314","06/11/2016","06/14/2016","1","0.107"
"16129252","QUEENS","11412","06/11/2016","06/13/2016","0","0.074"
"16129748","STATEN ISLAND","10314","06/11/2016","06/14/2016","0","0.136"
"16129695","QUEENS","11379","06/11/2016","06/15/2016","11","0.186"
"16129348","STATEN ISLAND","10309","06/11/2016","06/13/2016","0","0.093"
"16129812","STATEN ISLAND","10309","06/11/2016","06/14/2016","18","0.386"
"16129815","BROOKLYN","11236","06/11/2016","06/13/2016","0","0.151"
"16129458","STATEN ISLAND","10305","06/10/2016","06/14/2016","19","0.106"
"16129248","QUEENS","11415","06/10/2016","06/13/2016","0","0.055"
"16129804","BROOKLYN","11217","06/10/2016","06/15/2016","1","0.167"
"16129343","BROOKLYN","11224","06/10/2016","06/13/2016","0","0.041"
"16129496","BROOKLYN","11220","06/10/2016","06/13/2016","0","0.145"
"16129254","BRONX","10457","06/10/2016","06/13/2016","0","0.037"
"16129292","BRONX","10464","06/10/2016","06/13/2016","6","0.167"
"16129358","STATEN ISLAND","10304","06/10/2016","06/13/2016","2","0.157"
"16129583","STATEN ISLAND","10309","06/10/2016","06/16/2016","0","0.08"
"16129776","STATEN ISLAND","10312","06/10/2016","06/13/2016","44","0.113"
"16129787","STATEN ISLAND","10308","06/10/2016","06/13/2016","0","0.106"
"16129392","STATEN ISLAND","10314","06/10/2016","06/13/2016","0","0.058"
"16129801","QUEENS","11375","06/10/2016","06/13/2016","5","0.134"
"16129559","STATEN ISLAND","10312","06/10/2016","06/13/2016","0","0.129"
"16129417","STATEN ISLAND","10308","06/10/2016","06/13/2016","0","0.081"
"16129379","STATEN ISLAND","10306","06/10/2016","06/13/2016","2","0.112"
"16129811","STATEN ISLAND","10312","06/10/2016","06/13/2016","0","0.132"
"16129355","STATEN ISLAND","10309","06/10/2016","06/13/2016","0","0.102"
"16129374","STATEN ISLAND","10309","06/10/2016","06/13/2016","0","0.097"
"16129416","STATEN ISLAND","10309","06/10/2016","06/13/2016","0","0.04"
"16129635","QUEENS","11417","06/10/2016","06/13/2016","3","0.135"
"16129586","STATEN ISLAND","10312","06/10/2016","06/13/2016","0","0.073"
"16129772","STATEN ISLAND","10309","06/10/2016","06/13/2016","0","0.061"
"16129495","BROOKLYN","11225","06/10/2016","06/15/2016","51","0.216"
"16129813","BROOKLYN","11234","06/10/2016","06/13/2016","4","0.153"
"16129247","QUEENS","11433","06/09/2016","06/10/2016","0","0.163"
"16129258","QUEENS","11415","06/09/2016","06/13/2016","1","0.165"
"16129350","STATEN ISLAND","10306","06/09/2016","06/13/2016","2","0.092"
"16129454","QUEENS","11377","06/09/2016","06/14/2016","4","0.104"
"16129556","STATEN ISLAND","10312","06/09/2016","06/14/2016","2","0.117"
"16129413","QUEENS","11414","06/09/2016","06/13/2016","0","0.143"
"16129538","STATEN ISLAND","10309","06/09/2016","06/13/2016","2","0.126"
"16129690","BROOKLYN","11226","06/09/2016","06/13/2016","5","0.189"
"16129375","STATEN ISLAND","10312","06/09/2016","06/10/2016","0","0.104"
"16129385","STATEN ISLAND","10309","06/09/2016","06/13/2016","0","0.081"
"16129463","BROOKLYN","11217","06/09/2016","06/13/2016","0","0.029"
"16129246","STATEN ISLAND","10314","06/09/2016","06/13/2016","0","0.064"
"16129363","STATEN ISLAND","10308","06/09/2016","06/13/2016","0","0.114"
"16129491","QUEENS","11361","06/09/2016","06/13/2016","2","0.401"
"16129238","QUEENS","11361","06/09/2016","06/10/2016","1","0.074"
"16129819","BROOKLYN","11234","06/09/2016","06/13/2016","3","0.129"
"16129401","STATEN ISLAND","10305","06/09/2016","06/13/2016","0","0.142"
"16129294","BROOKLYN","11204","06/09/2016","06/13/2016","5","0.134"
"16129737","STATEN ISLAND","10306","06/09/2016","06/13/2016","0","0.129"
"16129497","BROOKLYN","11210","06/09/2016","06/13/2016","4","0.096"
"16129371","STATEN ISLAND","10312","06/09/2016","06/13/2016","0","0.13"
"16129351","STATEN ISLAND","10306","06/09/2016","06/10/2016","2","0.129"
"16129317","QUEENS","11354","06/09/2016","06/13/2016","2","0.119"
"16129262","QUEENS","11420","06/09/2016","06/13/2016","0","0.141"
"16129552","STATEN ISLAND","10303","06/09/2016","06/10/2016","0","0.09"
"16129435","STATEN ISLAND","10309","06/09/2016","06/10/2016","0","0.102"
"16129381","STATEN ISLAND","10309","06/09/2016","06/13/2016","0","0.16"
"16129334","BROOKLYN","11223","06/09/2016","06/13/2016","5","0.137"
"16129778","STATEN ISLAND","10312","06/09/2016","06/16/2016","0","0.14"
"16129531","STATEN ISLAND","10309","06/09/2016","06/10/2016","0","0.102"
"16129568","STATEN ISLAND","10309","06/09/2016","06/13/2016","0","0.128"
"16129649","BROOKLYN","11211","06/09/2016","06/13/2016","5","0.096"
"16129242","BROOKLYN","11224","06/09/2016","06/13/2016","0","0.073"
"16129785","STATEN ISLAND","10308","06/08/2016","06/14/2016","0","0.155"
"16129283","QUEENS","11354","06/08/2016","06/09/2016","9","0.125"
"16129383","STATEN ISLAND","10314","06/08/2016","06/10/2016","1","0.118"
"16129570","STATEN ISLAND","10309","06/08/2016","06/13/2016","1","0.097"
"16129267","BROOKLYN","11212","06/08/2016","06/10/2016","2","0.111"
"16129425","BROOKLYN","11215","06/08/2016","06/13/2016","58","0.15"
"16129251","STATEN ISLAND","10303","06/08/2016","06/10/2016","4","0.123"
"16129731","STATEN ISLAND","10314","06/08/2016","06/10/2016","38","0.185"
"16129460","BROOKLYN","11229","06/08/2016","06/09/2016","10","0.107"
"16129445","BROOKLYN","11234","06/08/2016","06/14/2016","13","0.018"
"16129434","BROOKLYN","11215","06/08/2016","06/13/2016","5","0.165"
"16129328","QUEENS","11378","06/08/2016","06/13/2016","11","0.093"
"16129308","QUEENS","11378","06/08/2016","06/13/2016","7","0.094"
"16129511","BROOKLYN","11228","06/08/2016","06/14/2016","2","0.056"
"16129362","STATEN ISLAND","10312","06/08/2016","06/13/2016","0","0.12"
"16129467","STATEN ISLAND","10308","06/08/2016","06/13/2016","2","0.142"
"16129683","BROOKLYN","11221","06/08/2016","06/13/2016","0","0.194"
"16129634","QUEENS","11379","06/08/2016","06/09/2016","4","0.066"
"16129488","STATEN ISLAND","10306","06/08/2016","06/13/2016","0","0.113"
"16129265","Queens","11435","06/08/2016","06/09/2016","3","0.137"
"16129598","QUEENS","10018","06/08/2016","06/09/2016","5","0.196"
"16129472","STATEN ISLAND","10310","06/08/2016","06/13/2016","5","0.154"
"16129550","STATEN ISLAND","10312","06/08/2016","06/14/2016","2","0.195"
"16129312","STATEN ISLAND","10312","06/08/2016","06/10/2016","3","0.124"
"16129266","QUEENS","11419","06/08/2016","06/14/2016","0","0.097"
"16129518","STATEN ISLAND","10309","06/08/2016","06/09/2016","6","0.09"
"16129663","QUEENS","11372","06/08/2016","06/10/2016","8","0.154"
"16129588","STATEN ISLAND","10314","06/08/2016","06/13/2016","146","0.203"
"16129573","STATEN ISLAND","10306","06/08/2016","06/09/2016","2","0.236"
"16129360","STATEN ISLAND","10306","06/08/2016","06/09/2016","0","0.101"
"16129419","STATEN ISLAND","10309","06/08/2016","06/10/2016","2","0.186"
"16129382","STATEN ISLAND","10314","06/08/2016","06/10/2016","0","0.076"
"16129271","BRONX","10457","06/08/2016","06/09/2016","2","0.032"
"16129820","BRONX","10463","06/08/2016","06/13/2016","5","0.139"
"16129806","QUEENS","11358","06/08/2016","06/09/2016","3","0.238"
"16129340","QUEENS","11354","06/08/2016","06/09/2016","4","0.075"
"16129708","BROOKLYN","11216","06/08/2016","06/10/2016","34","0.123"
"16129399","QUEENS","11360","06/07/2016","06/09/2016","0","0.144"
"16129667","QUEENS","11361","06/07/2016","06/09/2016","0","0.144"
"16129295","BRONX","10464","06/07/2016","06/10/2016","4","0.206"
"16129239","QUEENS","10010","06/07/2016","06/09/2016","0","0.142"
"16129286","QUEENS","11377","06/07/2016","06/13/2016","5","0.333"
"16129821","QUEENS","11375","06/07/2016","06/09/2016","7","0.15"
"16129459","QUEENS","11375","06/07/2016","06/09/2016","5","0.116"
"16129420","QUEENS","11375","06/07/2016","06/14/2016","2","0.152"
"16129754","STATEN ISLAND","10303","06/07/2016","06/09/2016","0","0.143"
"16129547","STATEN ISLAND","10312","06/07/2016","06/09/2016","0","0.134"
"16129305","QUEENS","11379","06/07/2016","06/09/2016","7","0.125"
"16129746","STATEN ISLAND","10307","06/07/2016","06/09/2016","0","0.085"
"16129756","STATEN ISLAND","10309","06/07/2016","06/09/2016","0","0.04"
"16129543","STATEN ISLAND","10306","06/07/2016","06/13/2016","0","0.126"
"16129689","BROOKLYN","11231","06/07/2016","06/16/2016","5","0.217"
"16129717","BROOKLYN","11204","06/07/2016","06/13/2016","2","0.212"
"16129332","BROOKLYN","11224","06/07/2016","06/10/2016","0","0.146"
"16129431","BROOKLYN","11224","06/07/2016","06/09/2016","4","0.14"
"16129629","BROOKLYN","11231","06/07/2016","06/09/2016","2","0.13"
"16129563","STATEN ISLAND","10312","06/07/2016","06/14/2016","0","0.089"
"16129565","QUEENS","11691","06/07/2016","06/09/2016","0","0.157"
"16129673","BROOKLYN","11228","06/07/2016","06/09/2016","4","0.144"
"16129651","BROOKLYN","11223","06/07/2016","06/09/2016","21","0.078"
"16129244","BROOKLYN","11230","06/07/2016","06/09/2016","10","0.224"
"16129237","BROOKLYN","11215","06/07/2016","06/09/2016","5","0.13"
"16129287","BROOKLYN","11228","06/07/2016","06/09/2016","17","0.141"
"16129797","BROOKLYN","11218","06/07/2016","06/09/2016","2","0.124"
"16129324","QUEENS","11432","06/07/2016","06/09/2016","0","0.051"
"16129406","STATEN ISLAND","10312","06/07/2016","06/09/2016","1","0.156"
"16129349","STATEN ISLAND","10308","06/07/2016","06/10/2016","0","0.14"
"16129561","STATEN ISLAND","10309","06/07/2016","06/09/2016","3","0.123"
"16129259","QUEENS","11432","06/07/2016","06/09/2016","7","0.162"
"16129800","BROOKLYN","11229","06/07/2016","06/09/2016","4","0.16"
"16129277","BRONX","10461","06/07/2016","06/09/2016","4","0.118"
"16129641","BROOKLYN","11231","06/07/2016","06/09/2016","4","0.153"
"16129532","STATEN ISLAND","10308","06/07/2016","06/09/2016","0","0.108"
"16129243","BRONX","10457","06/07/2016","06/09/2016","0","0.105"
"16129724","BROOKLYN","11212","06/07/2016","06/10/2016","0","0.056"
"16129572","STATEN ISLAND","10314","06/07/2016","06/09/2016","0","0.037"
"16129751","STATEN ISLAND","10312","06/07/2016","06/09/2016","0","0.066"
"16129367","STATEN ISLAND","10303","06/07/2016","06/09/2016","3","0.116"
"16129352","STATEN ISLAND","10312","06/07/2016","06/09/2016","0","0.117"
"16129257","QUEENS","11412","06/07/2016","06/09/2016","1","0.169"
"16129726","STATEN ISLAND","10309","06/07/2016","06/13/2016","0","0.127"
"16129574","STATEN ISLAND","10312","06/07/2016","06/09/2016","4","0.134"
"16129241","STATEN ISLAND","10306","06/07/2016","06/09/2016","0","0.049"
"16129274","QUEENS","11102","06/07/2016","06/09/2016","8","0.094"
"16129524","STATEN ISLAND","10306","06/07/2016","06/09/2016","3","0.152"
"16129664","STATEN ISLAND","10301","06/07/2016","06/09/2016","6","0.152"
"16129481","QUEENS","11421","06/07/2016","06/09/2016","10","0.199"
"16129732","STATEN ISLAND","10309","06/07/2016","06/09/2016","0","0.094"
"16129734","QUEENS","11361","06/07/2016","06/09/2016","7","0.119"
"16129366","STATEN ISLAND","10305","06/06/2016","06/09/2016","0","0.102"
"16129782","STATEN ISLAND","10314","06/06/2016","06/09/2016","0","0.12"
"16129264","STATEN ISLAND","10307","06/06/2016","06/09/2016","0","0.159"
"16129345","STATEN ISLAND","10308","06/06/2016","06/09/2016","0","0.02"
"16129359","STATEN ISLAND","10308","06/06/2016","06/09/2016","0","0.102"
"16129380","STATEN ISLAND","10306","06/06/2016","06/09/2016","0","0.16"
"16129793","STATEN ISLAND","10312","06/06/2016","06/09/2016","4","0.105"
"16129240","STATEN ISLAND","10308","06/06/2016","06/09/2016","0","0.131"
"16129781","STATEN ISLAND","10314","06/06/2016","06/09/2016","3","0.105"
"16129519","STATEN ISLAND","10308","06/06/2016","06/09/2016","0","0.075"
"16129514","STATEN ISLAND","10309","06/06/2016","06/09/2016","0","0.045"
"16129368","STATEN ISLAND","10314","06/06/2016","06/09/2016","0","0.067"
"16129402","STATEN ISLAND","10309","06/06/2016","06/10/2016","0","0.092"
"16129562","STATEN ISLAND","10309","06/06/2016","06/09/2016","21","0.083"
"16129757","STATEN ISLAND","10314","06/06/2016","06/09/2016","0","0.121"
"16129536","STATEN ISLAND","10301","06/06/2016","06/13/2016","0","0.183"
"16129263","QUEENS","11417","06/06/2016","06/09/2016","2","0.124"
"16129270","QUEENS","11363","06/06/2016","06/09/2016","0","0.16"
"16129322","QUEENS","11363","06/06/2016","06/09/2016","7","0.052"
"16129253","QUEENS","11434","06/06/2016","06/10/2016","0","0.117"
"16129306","QUEENS","11432","06/06/2016","06/09/2016","4","0.131"
"16129814","QUEENS","11432","06/06/2016","06/14/2016","4","0.229"
"16129261","QUEENS","11414","06/06/2016","06/09/2016","0","0.132"
"16129336","QUEENS","11375","06/06/2016","06/09/2016","3","0.056"
"16129296","QUEENS","11358","06/06/2016","06/09/2016","6","0.125"
"16129236","QUEENS","11354","06/06/2016","06/09/2016","10","0.115"
"16129338","QUEENS","11691","06/06/2016","06/09/2016","0","0.226"
"16129302","QUEENS","11373","06/06/2016","06/10/2016","6","0.146"
"16129408","QUEENS","11105","06/06/2016","06/10/2016","10","0.132"
"16129441","QUEENS","11105","06/06/2016","06/09/2016","2","0.133"
"16129670","BROOKLYN","11210","06/06/2016","06/09/2016","4","0.176"
"16129273","BROOKLYN","11234","06/06/2016","06/09/2016","12","0.129"
"16129809","BROOKLYN","11210","06/06/2016","06/09/2016","5","0.094"
"16129658","BROOKLYN","11207","06/06/2016","06/09/2016","7","0.129"
"16129526","BROOKLYN","11212","06/06/2016","06/09/2016","1","0.103"
"16129465","BROOKLYN","11215","06/06/2016","06/09/2016","3","0.207"
"16129613","BROOKLYN","11203","06/06/2016","06/09/2016","3","0.114"
"16129471","BROOKLYN","11234","06/06/2016","06/10/2016","7","0.162"
"16129650","BROOKLYN","11223","06/06/2016","06/09/2016","2","0.085"
"16129276","QUEENS","11419","06/06/2016","06/09/2016","5","0.137"
"16129307","QUEENS","11385","06/06/2016","06/09/2016","7","0.135"
"16129279","QUEENS","11418","06/06/2016","06/09/2016","0","0.01"
"16129288","STATEN ISLAND","10301","06/06/2016","06/09/2016","7","0.121"
"16129723","STATEN ISLAND","10312","06/06/2016","06/09/2016","29","0.168"
"16129581","STATEN ISLAND","10308","06/06/2016","06/09/2016","1","0.106"
"16129612","BROOKLYN","11226","06/05/2016","06/09/2016","4","0.174"
"16129822","BROOKLYN","11232","06/05/2016","06/10/2016","5","0.089"
"16129605","QUEENS","11418","06/05/2016","06/13/2016","16","0.217"
"16129400","STATEN ISLAND","10305","06/05/2016","06/09/2016","0","0.11"
"16129662","QUEENS","11385","06/05/2016","06/09/2016","2","0.111"
"16129376","STATEN ISLAND","10308","06/05/2016","06/09/2016","0","0.16"
"16129530","STATEN ISLAND","10308","06/05/2016","06/09/2016","0","0.077"
"16129803","STATEN ISLAND","10314","06/05/2016","06/09/2016","0","0.158"
"16129354","STATEN ISLAND","10314","06/05/2016","06/09/2016","0","0.108"
"16129393","STATEN ISLAND","10314","06/05/2016","06/09/2016","0","0.124"
"16129627","BROOKLYN","11220","06/05/2016","06/09/2016","4","0.084"
"16129697","QUEENS","11379","06/05/2016","06/09/2016","5","0.121"
"16129485","QUEENS","11379","06/05/2016","06/09/2016","8","0.148"
"16129388","STATEN ISLAND","10307","06/05/2016","06/09/2016","5","0.096"
"16129389","STATEN ISLAND","10304","06/05/2016","06/09/2016","14","0.138"
"16129555","STATEN ISLAND","10308","06/05/2016","06/09/2016","0","0.105"
"16129720","STATEN ISLAND","10314","06/05/2016","06/10/2016","0","0.129"
"16129291","BROOKLYN","11234","06/05/2016","06/09/2016","2","0.003"
"16129489","BROOKLYN","11204","06/05/2016","06/09/2016","7","0.125"
"16129432","BROOKLYN","11230","06/05/2016","06/09/2016","1","0.173"
"16129624","QUEENS","11432","06/05/2016","06/09/2016","2","0.075"
"16129768","STATEN ISLAND","10306","06/05/2016","06/09/2016","2","0.111"
"16129672","QUEENS","11385","06/05/2016","06/09/2016","7","0.206"
"16129347","BROOKLYN","11212","06/04/2016","06/09/2016","1","0.166"
"16129542","STATEN ISLAND","10306","06/04/2016","06/13/2016","1","0.055"
"16129576","STATEN ISLAND","10301","06/04/2016","06/09/2016","0","0.032"
"151397","STATEN ISLAND","10309","09/28/2015","09/30/2015","0","0.145"
"15123486","QUEENS","11413","09/27/2015","10/01/2015","6","0.089"
"151412","STATEN ISLAND","10312","09/24/2015","09/29/2015","64","0.127"
"151432","STATEN ISLAND","10305","09/21/2015","09/28/2015","0","0.126"
"151423","STATEN ISLAND","10309","09/21/2015","09/23/2015","0","0.057"
